location,year,category,rank,query
France,2020,A la maison,3,Galette frangipane maison
France,2020,A la maison,4,Pizza maison
France,2020,A la maison,5,Gel hydroalcoolique maison
France,2020,Coiffure,1,Tondeuse cheveux
France,2020,Coiffure,2,Cure de sebum cheveux
France,2020,Coiffure,3,Fiche sanitaire coiffure
France,2020,Coiffure,4,Couper les cheveux homme
France,2020,Coiffure,5,Coiffure à domicile
France,2020,Recettes,1,Recette Cyril Lignac
France,2020,Recettes,2,Recette pain maison
France,2020,Recettes,3,Recette gel hydroalcoolique
France,2020,Recettes,4,Recette cheese naan
France,2020,Recettes,5,Recette croque monsieur Cyril Lignac
France,2020,Définitions,1,Définition procrastination
France,2020,Définitions,2,Pandémie définition
France,2020,Définitions,3,Confinement définition
France,2020,Définitions,4,Récession définition
France,2020,Définitions,5,Cluster coronavirus définition
France,2020,"Les ""comment"" ?",1,Comment faire un masque ?
France,2020,"Les ""comment"" ?",2,Comment savoir si on a le coronavirus ?
France,2020,"Les ""comment"" ?",3,Comment mettre un masque ?
France,2020,"Les ""comment"" ?",4,Comment calculer son IMC ?
France,2020,"Les ""comment"" ?",5,Comment faire du pain ?
France,2020,Les séries et programmes TV,1,Ici tout commence
France,2020,Les séries et programmes TV,2,Koh Lanta
France,2020,Les séries et programmes TV,3,Umbrella Academy
France,2020,Les séries et programmes TV,4,Le Jeu de la Dame
France,2020,Les séries et programmes TV,5,The Witcher
France,2020,Les films,1,Tenet
France,2020,Les films,2,1917
France,2020,Les films,3,Black Panther
France,2020,Les films,4,The Gentlemen
France,2020,Les films,5,Dirty Dancing
France,2020,Le sport,1,Roland Garros
France,2020,Le sport,2,Tour de France
France,2020,Le sport,3,Ligue des Champions
France,2020,Le sport,4,NBA
France,2020,Le sport,5,PSG-Bayern
France,2020,Paroles de chansons,1,Bande organisée
France,2020,Paroles de chansons,2,Djomb
France,2020,Paroles de chansons,3,Lettre à une femme
France,2020,Paroles de chansons,4,Les mots bleus
France,2020,Paroles de chansons,5,Jerusalema
France,2020,Les célébrités,1,Cyril Lignac
France,2020,Les célébrités,2,Sadek
France,2020,Les célébrités,3,Wejdene
France,2020,Les célébrités,4,Marie Papillon
France,2020,Les célébrités,5,Camelia Jordana
France,2020,Chanteuses / Chanteurs / Musiciens,1,Wejdene
France,2020,Chanteuses / Chanteurs / Musiciens,2,Sadek
France,2020,Chanteuses / Chanteurs / Musiciens,3,Camelia Jordana
France,2020,Chanteuses / Chanteurs / Musiciens,4,Freeze Corleone
France,2020,Chanteuses / Chanteurs / Musiciens,5,Moha La Squale
France,2020,Disparitions,1,Kobe Bryant
France,2020,Disparitions,2,Anne Sylvestre
France,2020,Disparitions,3,Valéry Giscard d'Estaing
France,2020,Disparitions,4,Christophe
France,2020,Disparitions,5,Naya Rivera
Germany,2020,Allgemeine Suchbegriffe,1,Coronavirus
Germany,2020,Allgemeine Suchbegriffe,2,US Wahl
Germany,2020,Allgemeine Suchbegriffe,3,Wetter morgen
Germany,2020,Allgemeine Suchbegriffe,4,Wirecard
Germany,2020,Allgemeine Suchbegriffe,5,Biontech Aktie
Germany,2020,Corona,1,Coronavirus
Germany,2020,Corona,2,Corona Deutschland
Germany,2020,Corona,3,Corona aktuell
Germany,2020,Corona,4,RKI
Germany,2020,Corona,5,Coronavirus Tipps
Germany,2020,Persönlichkeiten,1,Joe Biden
Germany,2020,Persönlichkeiten,2,Boris Johnson
Germany,2020,Persönlichkeiten,3,Kim Jong-un
Germany,2020,Persönlichkeiten,4,Laura Müller
Germany,2020,Persönlichkeiten,5,Michael Wendler
Germany,2020,Abschiede,1,Kobe Bryant
Germany,2020,Abschiede,2,Karl Dall
Germany,2020,Abschiede,3,George Floyd
Germany,2020,Abschiede,4,Naya Rivera
Germany,2020,Abschiede,5,Sean Connery
Germany,2020,Schlagzeilen,1,Coronavirus
Germany,2020,Schlagzeilen,2,US Wahl
Germany,2020,Schlagzeilen,3,Wirecard
Germany,2020,Schlagzeilen,4,Hanau
Germany,2020,Schlagzeilen,5,Lufthansa Aktie
Germany,2020,Serien,1,Babylon Berlin
Germany,2020,Serien,2,The Witcher
Germany,2020,Serien,3,Bad Banks
Germany,2020,Serien,4,Haus des Geldes
Germany,2020,Serien,5,Tiger King
Germany,2020,Wo-Fragen,1,Wo ist der Orkan jetzt?
Germany,2020,Wo-Fragen,2,Wo fällt morgen die Schule aus?
Germany,2020,Wo-Fragen,3,Wo bekomme ich einen Mundschutz her?
Germany,2020,Wo-Fragen,4,Wo liegt Hanau?
Germany,2020,Wo-Fragen,5,Wo wohnt Donald Duck?
Germany,2020,Warum-Fragen,1,Warum wurden Kelloggs Cornflakes erfunden?
Germany,2020,Warum-Fragen,2,Warum sterben in Italien so viele an Corona?
Germany,2020,Warum-Fragen,3,Warum wurde George Floyd festgenommen?
Germany,2020,Warum-Fragen,4,Warum ist Xavier Naidoo bei DSDS?
Germany,2020,Warum-Fragen,5,Warum kaufen alle Klopapier?
Germany,2020,Wann-Fragen,1,Wann öffnen die Schulen wieder?
Germany,2020,Wann-Fragen,2,Wann öffnen Friseure wieder?
Germany,2020,Wann-Fragen,3,Wann öffnen Fitnessstudio wieder?
Germany,2020,Wann-Fragen,4,Wann kommt der Kindergeld-Bonus?
Germany,2020,Wann-Fragen,5,Ab wann gilt die Mehrwertsteuersenkung?
Greece,2020,Ταχύτερα Αυξανόμενες Αναζητήσεις,1,eclass
Greece,2020,Ταχύτερα Αυξανόμενες Αναζητήσεις,2,Κρούσματα
Greece,2020,Ταχύτερα Αυξανόμενες Αναζητήσεις,3,Κορωνοϊός
Greece,2020,Ταχύτερα Αυξανόμενες Αναζητήσεις,4,e-me
Greece,2020,Ταχύτερα Αυξανόμενες Αναζητήσεις,5,webex
Greece,2020,Διασημότητες,1,Σωτήρης Τσιόδρας
Greece,2020,Διασημότητες,2,Νίκος Χαρδαλιάς
Greece,2020,Διασημότητες,3,Donald Trump
Greece,2020,Διασημότητες,4,Ιωάννα Τούνη
Greece,2020,Διασημότητες,5,Joe Biden
Greece,2020,Εκλιπούσες Διασημότητες,1,Κobe Βryant
Greece,2020,Εκλιπούσες Διασημότητες,2,Κώστας Βουτσάς
Greece,2020,Εκλιπούσες Διασημότητες,3,Diego Maradona
Greece,2020,Εκλιπούσες Διασημότητες,4,Κική Δημουλά
Greece,2020,Εκλιπούσες Διασημότητες,5,Naya Rivera
Greece,2020,Αθλητικά γεγονότα,1,NBA
Greece,2020,Αθλητικά γεγονότα,2,ΠΑΟΚ - Ολυμπιακός
Greece,2020,Αθλητικά γεγονότα,3,Άρσεναλ - Ολυμπιακός
Greece,2020,Αθλητικά γεγονότα,4,Παναθηναϊκός - ΠΑΟΚ
Greece,2020,Αθλητικά γεγονότα,5,Premier League
Greece,2020,Επαναλαμβανόμενα γεγονότα,1,Black Friday
Greece,2020,Επαναλαμβανόμενα γεγονότα,2,25η Μαρτίου
Greece,2020,Επαναλαμβανόμενα γεγονότα,3,Πάσχα
Greece,2020,Επαναλαμβανόμενα γεγονότα,4,Αγίου Βαλεντίνου
Greece,2020,Επαναλαμβανόμενα γεγονότα,5,Πανελλήνιες
Greece,2020,Επικαιρότητα,1,Κορωνοϊός
Greece,2020,Επικαιρότητα,2,Εκλογές ΗΠΑ
Greece,2020,Επικαιρότητα,3,Αγία Σοφία
Greece,2020,Επικαιρότητα,4,Έβρος
Greece,2020,Επικαιρότητα,5,Επίθεση με βιτριόλι
Greece,2020,Κοντά μου...,1,Φαρμακείο κοντά μου
Greece,2020,Κοντά μου...,2,Βενζινάδικο κοντά μου
Greece,2020,Κοντά μου...,3,Φαγητό κοντά μου
Greece,2020,Κοντά μου...,4,Βιβλιοπωλείο κοντά μου
Greece,2020,Κοντά μου...,5,Κάβα κοντά μου
Greece,2020,Πού...,1,Πού έγινε σεισμός
Greece,2020,Πού...,2,Πού είναι υποχρεωτική η μάσκα
Greece,2020,Πού...,3,Πού εντοπίζονται σήμερα κρούσματα
Greece,2020,Πού...,4,Πού στέλνω μήνυμα για μετακίνηση
Greece,2020,Πού...,5,"Πού παίζονται τα ""Παράσιτα"""
Greece,2020,Πότε...,1,Πότε ανοίγουν τα σχολεία
Greece,2020,Πότε...,2,Πότε ανοίγουν τα μαγαζιά
Greece,2020,Πότε...,3,Πότε ανοίγουν τα γυμναστήρια
Greece,2020,Πότε...,4,Πότε είναι το Black Friday 2020
Greece,2020,Πότε...,5,Πότε ανοίγουν τα δημοτικά
Greece,2020,Συνταγές,1,Dalgona Coffee
Greece,2020,Συνταγές,2,Ψωμί
Greece,2020,Συνταγές,3,Τσουρέκι
Greece,2020,Συνταγές,4,Γαριδομακαρονάδα
Greece,2020,Συνταγές,5,Κρέπες
Greece,2020,Τηλεοπτικές Εκπομπές,1,Βig Βrother
Greece,2020,Τηλεοπτικές Εκπομπές,2,Άγριες μέλισσες
Greece,2020,Τηλεοπτικές Εκπομπές,3,Αγγελική
Greece,2020,Τηλεοπτικές Εκπομπές,4,Το καφέ της χαράς
Greece,2020,Τηλεοπτικές Εκπομπές,5,Βachelor
Greece,2020,Τι είναι...,1,Κραχ
Greece,2020,Τι είναι...,2,Επίταξη
Greece,2020,Τι είναι...,3,Καρά Τεπέ
Greece,2020,Τι είναι...,4,Lockdown
Greece,2020,Τι είναι...,5,Πανδημία
Guatemala,2020,Tendencias 2020,1,Coronavirus
Guatemala,2020,Tendencias 2020,2,Google Classroom
Guatemala,2020,Tendencias 2020,3,Elecciones Estados Unidos
Guatemala,2020,Tendencias 2020,4,Zoom
Guatemala,2020,Tendencias 2020,5,Champions League
Guatemala,2020,COVID-19 en Guatemala,1,Síntomas del coronavirus
Guatemala,2020,COVID-19 en Guatemala,2,Bono Familia
Guatemala,2020,COVID-19 en Guatemala,3,Prevención COVID-19
Guatemala,2020,COVID-19 en Guatemala,4,Ivermectina
Guatemala,2020,COVID-19 en Guatemala,5,Coronavirus en el mundo
Guatemala,2020,Acontecimientos del año,1,Coronavirus
Guatemala,2020,Acontecimientos del año,2,Elecciones Estados Unidos
Guatemala,2020,Acontecimientos del año,3,Año bisiesto
Guatemala,2020,Acontecimientos del año,4,Huracán Eta
Guatemala,2020,Acontecimientos del año,5,Huracán Iota
Guatemala,2020,Personajes del año,1,Joe Biden
Guatemala,2020,Personajes del año,2,Will Smith
Guatemala,2020,Personajes del año,3,Kim Jong-un
Guatemala,2020,Personajes del año,4,Trump
Guatemala,2020,Personajes del año,5,Tom Hanks
Guatemala,2020,Los que se fueron,1,Kobe Bryant
Guatemala,2020,Los que se fueron,2,Maradona
Guatemala,2020,Los que se fueron,3,Naya Rivera
Guatemala,2020,Los que se fueron,4,Chadwick Boseman
Guatemala,2020,Los que se fueron,5,George Floyd
Guatemala,2020,"Novelas, series y programas TV",1,Cobra Kai
Guatemala,2020,"Novelas, series y programas TV",2,Oscuro deseo
Guatemala,2020,"Novelas, series y programas TV",3,Anne with an E
Guatemala,2020,"Novelas, series y programas TV",4,Vis a vis
Guatemala,2020,"Novelas, series y programas TV",5,Chernobyl
Guatemala,2020,¿Qué significa...?,1,¿Qué significa 👉👈?
Guatemala,2020,¿Qué significa...?,2,¿Qué significa tusa?
Guatemala,2020,¿Qué significa...?,3,¿Qué significa xd?
Guatemala,2020,¿Qué significa...?,4,¿Qué significa uwu?
Guatemala,2020,¿Qué significa...?,5,¿Qué significa lord?
Guatemala,2020,Películas,1,365 Dni
Guatemala,2020,Películas,2,Annabelle
Guatemala,2020,Películas,3,Milagro en la celda 7
Guatemala,2020,Películas,4,Parasite
Guatemala,2020,Películas,5,Wonder
Guatemala,2020,¿Qué es...?,1,¿Qué es el coronavirus?
Guatemala,2020,¿Qué es...?,2,¿Qué es estado de calamidad?
Guatemala,2020,¿Qué es...?,3,¿Qué es toque de queda?
Guatemala,2020,¿Qué es...?,4,¿Qué es pandemia?
Guatemala,2020,¿Qué es...?,5,¿Qué es mitigación?
Guatemala,2020,Mujeres 2020,1,Danna Paola
Guatemala,2020,Mujeres 2020,2,Patricia Sandoval
Guatemala,2020,Mujeres 2020,3,Karla Panini
Guatemala,2020,Mujeres 2020,4,Ester Expósito
Guatemala,2020,Mujeres 2020,5,Amber Heard
Guatemala,2020,"Música (artistas, canciones y grupos)",1,Tusa
Guatemala,2020,"Música (artistas, canciones y grupos)",2,Christian Nodal
Guatemala,2020,"Música (artistas, canciones y grupos)",3,Dance Monkey
Guatemala,2020,"Música (artistas, canciones y grupos)",4,August Alsina
Guatemala,2020,"Música (artistas, canciones y grupos)",5,Pablo Alborán
Guatemala,2020,Deportes,1,Champions League
Guatemala,2020,Deportes,2,La Liga
Guatemala,2020,Deportes,3,Serie A
Guatemala,2020,Deportes,4,NBA
Guatemala,2020,Deportes,5,Real Madrid contra Inter
Hong Kong,2020,熱爆關鍵字,1,美國大選
Hong Kong,2020,熱爆關鍵字,2,HKTVmall
Hong Kong,2020,熱爆關鍵字,3,天文台
Hong Kong,2020,熱爆關鍵字,4,新型冠狀病毒
Hong Kong,2020,熱爆關鍵字,5,口罩
Hong Kong,2020,熱爆本地話題人物,1,何鴻燊
Hong Kong,2020,熱爆本地話題人物,2,蕭若元
Hong Kong,2020,熱爆本地話題人物,3,林鄭月娥
Hong Kong,2020,熱爆本地話題人物,4,袁國勇
Hong Kong,2020,熱爆本地話題人物,5,余慧明
Hong Kong,2020,熱爆本地頭條,1,新型冠狀病毒
Hong Kong,2020,熱爆本地頭條,2,口罩
Hong Kong,2020,熱爆本地頭條,3,限聚令
Hong Kong,2020,熱爆本地頭條,4,確診
Hong Kong,2020,熱爆本地頭條,5,BNO
Hong Kong,2020,熱爆國際話題人物,1,特朗普
Hong Kong,2020,熱爆國際話題人物,2,金正恩
Hong Kong,2020,熱爆國際話題人物,3,高比拜仁
Hong Kong,2020,熱爆國際話題人物,4,拜登
Hong Kong,2020,熱爆國際話題人物,5,李文亮
Hong Kong,2020,熱爆國際頭條,1,美國大選
Hong Kong,2020,熱爆國際頭條,2,新型冠狀病毒
Hong Kong,2020,熱爆國際頭條,3,台灣大選
Hong Kong,2020,熱爆國際頭條,4,澳洲山火
Hong Kong,2020,熱爆國際頭條,5,黎巴嫩
Hong Kong,2020,熱爆食譜搜尋,1,醉鴨舌
Hong Kong,2020,熱爆食譜搜尋,2,氣炸鍋蛋糕
Hong Kong,2020,熱爆食譜搜尋,3,牛奶饅頭
Hong Kong,2020,熱爆食譜搜尋,4,章魚小丸子
Hong Kong,2020,熱爆食譜搜尋,5,爆谷
Hungary,2020,Felkapott keresések,1,Koronavírus
Hungary,2020,Felkapott keresések,2,Amerikai elnökválasztás
Hungary,2020,Felkapott keresések,3,Google Classroom
Hungary,2020,Felkapott keresések,4,Telex
Hungary,2020,Felkapott keresések,5,Benedek Tibor
Hungary,2020,Koronavírus-járvány,1,Koronavírus
Hungary,2020,Koronavírus-járvány,2,Koronavírus-térkép
Hungary,2020,Koronavírus-járvány,3,Magyar Közlöny
Hungary,2020,Koronavírus-járvány,4,Kijárási tilalom
Hungary,2020,Koronavírus-járvány,5,Orbán Viktor bejelentése
Hungary,2020,Oktatás,1,Google Classroom
Hungary,2020,Oktatás,2,Redmenta
Hungary,2020,Oktatás,3,KRÉTA
Hungary,2020,Oktatás,4,Zoom
Hungary,2020,Oktatás,5,Érettségi 2020
Hungary,2020,Filmek,1,Miután összecsaptunk
Hungary,2020,Filmek,2,Élősködők
Hungary,2020,Filmek,3,Megan is Missing
Hungary,2020,Filmek,4,365 Nap
Hungary,2020,Filmek,5,Úriemberek
Hungary,2020,Keresett kütyük,1,iPhone 12
Hungary,2020,Keresett kütyük,2,iPhone 11
Hungary,2020,Keresett kütyük,3,PS5
Hungary,2020,Keresett kütyük,4,Xbox Series X
Hungary,2020,Keresett kütyük,5,Huawei P30 Lite
Hungary,2020,Könyvek,1,Kisasszonyok
Hungary,2020,Könyvek,2,365 nap
Hungary,2020,Könyvek,3,Vaják
Hungary,2020,Könyvek,4,Kissing Booth - Csókot vegyenek!
Hungary,2020,Könyvek,5,Bogyó és Babóca
Hungary,2020,Receptek,1,Palacsintarecept
Hungary,2020,Receptek,2,Édesburgonya-recept
Hungary,2020,Receptek,3,Kuglófrecept
Hungary,2020,Receptek,4,Bulgurrecept
Hungary,2020,Receptek,5,Karajrecept
Hungary,2020,Sorozatok,1,Mintaapák
Hungary,2020,Sorozatok,2,Bátrak földje
Hungary,2020,Sorozatok,3,Mellékhatás
Hungary,2020,Sorozatok,4,Apatigris
Hungary,2020,Sorozatok,5,Kegyetlen város
Hungary,2020,Sportesemények,1,Magyarország-Izland
Hungary,2020,Sportesemények,2,Kézilabda EB
Hungary,2020,Sportesemények,3,Nemzetek Ligája
Hungary,2020,Sportesemények,4,Fradi-Juventus
Hungary,2020,Sportesemények,5,Magyarország-Törökország
India,2020,Overall,1,Indian Premier League
India,2020,Overall,2,Coronavirus
India,2020,Overall,3,US election results
India,2020,Overall,4,PM Kisan Yojana
India,2020,Overall,5,Bihar election results
India,2020,Near me,1,Food shelters near me
India,2020,Near me,2,COVID test near me
India,2020,Near me,3,Crackers shop near me
India,2020,Near me,4,Liquor shops near me
India,2020,Near me,5,Night shelter near me
India,2020,How to...,1,How to make paneer
India,2020,How to...,2,How to increase immunity
India,2020,How to...,3,How to make dalgona coffee
India,2020,How to...,4,How to link PAN card with aadhaar card
India,2020,How to...,5,How to make sanitizer at home
India,2020,Movies,1,Dil Bechara
India,2020,Movies,2,Soorarai Pottru
India,2020,Movies,3,Tanhaji
India,2020,Movies,4,Shakuntala Devi
India,2020,Movies,5,Gunjan Saxena
India,2020,News Events,1,Indian Premier League
India,2020,News Events,2,Coronavirus
India,2020,News Events,3,US Presidential Election
India,2020,News Events,4,Nirbhaya case
India,2020,News Events,5,Beirut explosion
India,2020,Personalities,1,Joe Biden
India,2020,Personalities,2,Arnab Goswami
India,2020,Personalities,3,Kanika Kapoor
India,2020,Personalities,4,Kim Jong-un
India,2020,Personalities,5,Amitabh Bachchan
India,2020,Sports Events,1,Indian Premier League
India,2020,Sports Events,2,UEFA Champions League
India,2020,Sports Events,3,English Premier League
India,2020,Sports Events,4,French Open
India,2020,Sports Events,5,La Liga
India,2020,TV/Web Series,1,Money Heist
India,2020,TV/Web Series,2,Scam 1992: The Harshad Mehta Story
India,2020,TV/Web Series,3,Bigg Boss 14
India,2020,TV/Web Series,4,Mirzapur 2
India,2020,TV/Web Series,5,Paatal Lok
India,2020,What is...,1,What is coronavirus
India,2020,What is...,2,What is binod
India,2020,What is...,3,What is plasma therapy
India,2020,What is...,4,What is COVID-19
India,2020,What is...,5,What is CAA
Indonesia,2020,Apa itu...,1,Ghosting
Indonesia,2020,Apa itu...,2,Gabut
Indonesia,2020,Apa itu...,3,Lockdown
Indonesia,2020,Apa itu...,4,Rebahan
Indonesia,2020,Apa itu...,5,WFH
Indonesia,2020,Bagaimana cara...,1,Cara Daftar UMKM
Indonesia,2020,Bagaimana cara...,2,Cara Menjadi YouTuber Pemula
Indonesia,2020,Bagaimana cara...,3,Cara Menjadi Reseller
Indonesia,2020,Bagaimana cara...,4,Cara Membuat Hand Sanitizer
Indonesia,2020,Bagaimana cara...,5,Cara Menjadi Terkenal
Indonesia,2020,Berita,1,Kartu Pra Kerja
Indonesia,2020,Berita,2,Daftar UMKM Online
Indonesia,2020,Berita,3,Stimulus PLN
Indonesia,2020,Berita,4,Omnibus Law
Indonesia,2020,Berita,5,Sunda Empire
Indonesia,2020,Film / TV Series,1,Tilik
Indonesia,2020,Film / TV Series,2,Crash Landing on You
Indonesia,2020,Film / TV Series,3,Milea
Indonesia,2020,Film / TV Series,4,The World of The Married
Indonesia,2020,Film / TV Series,5,Mariposa
Indonesia,2020,Kepergian Tokoh,1,Glenn Fredly
Indonesia,2020,Kepergian Tokoh,2,Didi Kempot
Indonesia,2020,Kepergian Tokoh,3,Omas
Indonesia,2020,Kepergian Tokoh,4,Kobe Bryant
Indonesia,2020,Kepergian Tokoh,5,Chadwick Boseman
Indonesia,2020,Lirik Lagu,1,Lathi - Weird Genius - ft. Sara Fajira
Indonesia,2020,Lirik Lagu,2,Dynamite - BTS
Indonesia,2020,Lirik Lagu,3,Psycho - Red Velvet
Indonesia,2020,Lirik Lagu,4,Cuek - Rizky Febian
Indonesia,2020,Lirik Lagu,5,Menghapus Jejakmu - Bunga Citra Lestari ft Ariel Noah
Indonesia,2020,Penelusuran Terpopuler,1,Virus Corona
Indonesia,2020,Penelusuran Terpopuler,2,PSBB
